day,trips,passenger_count,trip_time_in_secs,trip_distance,fare_amount
22110,42,46,25518,101,425.0
22111,39,44,26085,98,433.0
22112,35,44,25976,104,436.0
22113,44,54,25495,98,428.0
22114,39,48,26669,120,471.0
22115,36,44,25941,96,415.0
22116,39,53,25729,118,451.5
22117,35,39,25625,118,458.0
22118,35,43,25275,136,471.0
22119,39,50,25706,97,421.0
22120,42,56,25223,92,421.0
22121,34,43,25771,104,433.5
22122,36,47,25318,93,410.5
22123,35,44,26026,111,446.5
22124,50,58,25702,89,431.5
22125,40,55,25980,102,431.0
22126,33,48,25602,92,398.0
22127,38,47,25710,93,403.5
22128,46,57,25313,93,472.5
22129,38,47,25366,87,395.0
22130,41,43,25952,97,428.0
22131,39,53,25463,106,429.0
22132,41,64,25475,66,322.5
22133,43,57,26795,109,457.0
22134,42,53,25485,92,428.0
22135,40,58,26394,96,426.0
22136,41,60,25599,86,456.0
22137,38,48,25637,125,475.5
22138,36,49,26097,114,483.5
22139,41,53,25920,99,429.5
22140,38,62,25236,83,380.5
22141,31,48,25393,80,347.0
22142,37,50,26950,116,451.0
22143,32,42,25356,60,298.5
22144,36,51,25577,98,406.5
22145,37,59,26318,118,505.0
22146,38,56,26418,103,424.5
22147,35,63,26131,111,447.5
22148,39,57,25453,94,410.0
22149,40,63,25556,93,372.0
22150,43,61,26094,99,426.5
22151,32,40,25282,105,431.5
22152,38,47,25464,82,363.0
22153,40,59,26136,89,447.0
22154,32,56,25902,113,435.5
22155,29,41,26185,136,481.0
22156,33,33,25321,99,395.0
22157,39,42,25415,101,419.0
22158,36,38,25888,97,388.0
22159,35,38,25482,104,401.5
22160,34,35,25632,94,373.5
22161,35,37,27130,95,383.0
22162,32,34,25500,77,352.0
22163,29,31,26086,65,316.5
22164,34,36,25810,98,412.5
22165,33,34,25202,101,357.0
22166,42,43,25651,87,436.5
22167,36,40,25473,88,384.0
22168,29,31,25728,94,375.5
22169,34,37,25375,101,419.5
22170,39,40,25239,98,454.5
22171,31,33,25912,101,397.0
22172,35,35,26182,92,397.0
22173,35,35,26193,133,500.0
22174,32,32,26076,115,442.0
22175,42,43,26175,82,396.5
22176,35,39,26206,103,493.0
22177,35,35,25843,143,786.0
22178,31,31,25806,101,410.5
22179,34,34,25500,150,552.5
22180,39,39,26040,150,766.5
22181,39,39,25245,117,452.5
22182,41,41,25740,146,589.5
22183,30,30,26040,149,506.0
22184,43,43,25260,122,474.0
22185,39,39,26280,153,598.5
22186,35,35,25320,144,508.5
22187,40,40,25475,82,388.5
22188,32,32,25936,150,526.5
22189,36,36,26100,149,531.0
22190,37,37,25200,111,448.0
22191,36,36,25860,111,447.5
22192,34,34,26100,93,418.0
22193,34,34,25320,100,414.5
22194,42,42,25320,85,393.5
22195,34,34,25920,87,400.5
22196,30,30,25320,105,415.5
22197,30,30,25980,106,423.5
22198,37,37,25680,84,393.0
22199,35,35,25320,92,410.0
22200,30,30,25740,88,383.5
22201,39,39,25500,91,410.5
22202,40,40,26040,102,447.0
22203,31,31,25200,105,433.5
22204,46,46,25200,75,387.5
22205,27,27,26580,88,417.5
22206,35,35,25440,101,426.0
22207,37,37,25620,105,433.0
22208,40,40,25380,130,476.0
22209,35,47,25731,91,402.5
22210,36,40,25367,76,367.5
22211,33,43,25386,89,387.5
22212,35,40,26159,100,423.5
22213,35,46,25570,79,370.5
22214,31,40,25204,102,407.5
22215,31,36,25498,75,357.5
22216,38,38,26210,89,407.0
22217,29,31,25314,84,399.0
22218,34,37,25375,83,380.0
22219,39,39,25285,89,402.0
22220,38,51,27966,96,431.0
22221,38,40,25523,99,422.0
22222,42,48,25348,88,401.0
22223,38,44,26473,81,387.5
22224,48,56,25857,96,432.0
22225,43,45,25214,90,409.0
22226,39,39,26173,100,432.0
22227,39,40,25544,134,487.5
22228,36,39,25697,86,392.5
22229,39,39,25434,101,415.5
22230,43,44,26156,131,501.0
22231,45,46,25296,96,424.0
22232,37,42,25325,102,424.0
22233,42,42,26363,112,457.0
22234,48,50,25458,113,468.0
22235,38,38,25826,112,454.0
22236,37,37,25547,98,414.5
22237,41,44,25648,106,432.0
22238,38,47,25251,108,434.0
22239,33,42,25798,130,469.5
22240,36,50,25840,117,447.0
22241,36,54,26220,132,487.0
22242,26,31,25560,101,384.0
22243,37,54,25680,134,479.0
22244,34,45,25260,93,436.0
22245,36,44,25350,92,397.5
22246,33,41,25502,125,465.0
22247,35,60,29280,131,516.5
22248,43,61,25920,107,439.5
22249,40,65,25980,113,438.5
22250,34,60,25920,126,454.0
22251,39,57,26220,105,417.5
22252,29,42,26220,107,424.0
22253,29,33,25440,113,422.0
22254,40,43,25500,90,409.0
22255,39,39,25200,82,383.5
22256,34,38,25440,98,405.0
22257,34,45,25320,99,404.0
22258,41,51,25380,96,409.0
22259,30,42,25320,105,415.0
22260,42,42,25260,87,399.0
22261,33,33,25200,96,405.0
22262,35,35,25320,92,405.5
22263,40,43,25476,74,366.5
22264,34,41,25945,95,401.0
22265,40,41,25508,79,372.5
22266,43,48,25756,86,397.5
22267,30,36,25741,88,385.0
22268,46,53,25901,70,385.0
22269,34,43,25349,77,366.5
22270,37,44,25699,80,386.5
22271,35,35,25582,115,440.5
22272,34,45,25435,171,346.0
22273,43,48,25657,89,418.0
22274,38,46,25203,103,430.0
22275,46,49,25339,80,400.0
22276,35,50,25364,88,401.0
22277,42,54,26162,92,424.5
22278,36,43,25470,70,361.0
22279,47,52,25837,87,473.0
22280,41,44,25466,113,489.0
22281,43,45,25601,113,454.0
22282,43,43,25815,103,441.0
22283,41,41,25650,120,472.5
22284,40,40,25961,105,438.0
22285,37,37,25465,100,426.5
22286,37,39,25453,131,494.0
22287,41,41,25524,123,471.5
22288,37,39,25993,138,504.0
22289,43,43,25827,99,437.0
22290,35,35,25453,118,491.5
22291,36,36,27542,114,454.5
22292,36,36,25233,108,430.0
22293,38,39,25246,101,423.5
22294,35,35,25857,110,436.0
22295,43,46,25915,89,421.5
22296,41,44,25833,100,465.5
22297,44,47,26066,98,449.5
22298,41,50,25585,78,379.5
22299,41,45,25346,77,379.5
22300,44,45,25291,84,395.5
22301,37,39,25250,81,389.5
22302,44,52,26522,77,436.0
22303,36,38,25317,74,461.0
22304,36,36,26012,68,341.0
22305,37,45,25204,87,392.0
22306,38,39,25846,80,379.0
22307,38,39,25265,73,354.0
22308,38,38,26328,65,358.5
22309,35,35,26746,67,347.0
22310,33,34,25251,73,350.5
22311,35,36,25588,70,352.5
22312,44,44,25582,62,346.5
22313,33,33,25312,58,324.0
22314,30,32,25548,84,366.5
22315,34,35,25356,72,352.5
22316,39,39,25462,67,352.5
22317,38,38,25784,70,353.5
22318,43,43,26310,67,356.0
22319,37,37,25595,62,336.0
22320,43,44,25959,72,367.5
22321,35,35,25628,91,390.5
22322,36,36,25386,67,351.0
22323,36,36,25795,88,382.5
22324,29,29,25620,90,379.0
22325,36,36,25910,76,371.0
22326,31,33,25873,91,398.0
22327,34,34,25577,88,381.5
22328,32,32,25201,59,323.5
22329,36,36,25680,84,383.5
22330,24,24,25591,96,384.0
22331,32,32,26280,88,388.0
22332,34,35,25260,75,362.0
22333,32,33,25320,95,448.0
22334,35,36,25949,90,383.0
22335,31,31,25620,79,368.5
22336,28,33,26400,112,479.5
22337,31,32,25560,108,412.5
22338,32,32,25440,92,399.5
22339,16,16,26100,146,439.5
22340,30,30,25860,115,438.5
22341,29,29,25620,89,376.5
22342,33,33,26520,92,393.5
22343,35,35,26280,93,402.5
22344,28,28,25800,83,352.5
22345,28,28,25320,92,391.0
22346,39,49,27000,133,561.0
22347,32,36,27300,139,534.5
22348,24,24,27240,115,432.5
22349,39,51,25200,132,522.0
22350,32,42,25200,131,471.0
22351,40,47,25500,103,424.0
22352,36,45,26280,118,458.0
22353,24,24,25560,104,395.0
22354,45,46,25414,110,453.0
22355,32,47,25280,87,386.0
22356,44,53,25756,110,462.5
22357,41,51,25245,92,404.5
22358,45,57,25237,105,441.5
22359,36,52,25749,115,437.0
22360,40,63,25437,140,511.0
22361,39,46,25267,140,502.0
22362,49,61,25283,113,504.5
22363,43,58,25858,102,434.0
22364,37,52,25822,125,473.5
22365,39,55,25390,124,472.5
22366,38,61,27267,130,490.0
22367,39,58,25895,120,471.5
22368,38,52,25271,112,451.0
22369,34,54,26051,125,470.0
22370,35,48,25980,134,497.5
22371,36,44,25366,129,479.5
22372,34,46,25553,120,468.0
22373,34,45,25546,104,455.0
22374,45,62,25844,115,467.0
22375,38,46,25590,102,423.5
22376,36,50,25602,112,453.5
22377,33,40,25316,136,486.5
22378,39,52,25843,126,486.0
22379,47,63,25319,111,459.0
22380,38,50,25787,116,448.5
22381,42,60,26795,95,431.5
22382,42,60,25435,79,389.0
22383,30,40,25687,103,405.0
22384,43,64,26151,89,412.0
22385,41,63,26622,79,391.5
22386,37,59,25249,95,410.0
22387,48,59,25350,110,427.0
22388,38,40,26031,85,385.5
22389,34,36,25619,76,374.5
22390,32,35,26588,111,475.5
22391,41,50,25633,117,585.0
22392,46,47,25323,104,478.5
22393,41,41,25560,99,412.5
22394,40,40,25501,91,407.0
22395,38,38,26100,96,406.0
22396,32,32,25440,97,402.5
22397,40,40,26040,110,450.5
22398,41,42,25284,99,482.0
22399,34,37,26206,115,443.5
22400,29,29,25462,88,386.5
22401,36,37,25500,112,437.0
22402,39,39,25560,99,425.0
22403,44,46,26580,112,465.0
22404,38,38,28020,93,424.0
22405,43,43,25320,104,440.0
22406,35,35,25260,116,441.5
22407,36,37,26040,98,416.0
22408,41,44,25800,101,429.5
22409,40,65,25680,101,433.0
22410,34,35,25620,111,428.5
22411,33,44,25200,88,396.5
22412,45,67,25470,101,488.5
22413,34,66,25541,115,445.5
22414,35,45,25549,106,426.5
22415,26,41,25320,125,455.0
22416,42,69,25718,93,419.5
22417,40,83,25811,122,478.5
22418,37,53,25971,102,478.0
22419,39,60,26605,102,438.5
22420,37,53,26768,120,474.0
22421,39,70,25612,90,401.0
22422,34,49,25538,121,463.5
22423,33,59,25510,98,404.5
22424,40,60,25697,112,451.5
22425,26,47,25266,127,451.5
22426,39,48,25678,131,488.5
22427,35,48,25314,105,421.5
22428,31,52,25352,108,426.0
22429,37,58,25645,91,409.5
22430,37,52,25798,97,415.5
22431,41,42,26489,120,475.5
22432,43,47,25336,91,423.0
22433,39,39,25324,93,411.5
22434,46,52,25553,102,497.5
22435,43,47,25509,104,435.5
22436,40,40,25994,96,403.0
22437,45,49,25324,90,416.5
22438,38,39,25208,84,388.0
22439,38,39,25459,104,424.0
22440,41,42,25383,105,435.5
22441,36,36,25276,128,510.0
22442,37,41,25324,121,465.0
22443,41,42,25398,94,438.5
22444,40,43,25439,111,597.5
22445,49,50,25774,103,498.5
22446,29,29,25253,112,456.75
22447,31,31,25430,102,444.0
22448,26,26,25740,143,479.0
22449,32,32,25560,107,455.0
22450,37,37,25380,108,428.5
22451,32,32,25320,135,488.5
22452,30,31,25440,113,424.0
22453,40,40,26176,87,407.5
22454,37,37,25249,124,462.0
22455,26,26,25920,132,458.0
22456,23,23,26280,99,367.0
22457,23,23,25560,153,523.0
22458,21,21,25320,116,429.0
22459,34,34,25620,139,513.5
22460,23,23,25320,146,481.5
22461,32,32,25500,137,507.5
22462,23,24,28200,171,548.0
22463,32,32,25320,127,466.0
22464,25,25,25980,129,450.0
22465,32,32,26280,126,481.0
22466,30,30,26179,156,528.5
22467,35,35,25605,112,488.5
22468,28,28,25560,131,467.0
22469,34,34,25828,108,552.0
22470,27,27,26200,104,455.5
22471,30,30,25349,84,407.5
22472,36,36,26243,143,661.0
22473,35,35,25548,105,418.5
22474,25,25,25440,130,465.0
22475,32,32,25276,123,483.0
22476,38,38,25447,92,399.5
22477,40,40,25444,99,455.0
22478,34,34,26094,73,401.5
22479,36,36,25779,87,485.5
22480,34,35,28390,126,523.5
22481,32,32,25878,104,433.0
22482,37,37,25481,83,384.0
22483,34,36,26523,99,413.0
22484,38,39,25236,82,380.5
22485,44,50,25264,92,426.0
22486,37,44,25777,70,364.0
22487,42,48,25561,94,416.0
22488,31,31,25851,126,470.5
22489,31,34,26237,83,375.0
22490,41,42,25895,76,387.0
22491,46,69,26498,110,457.5
22492,41,50,25825,118,467.0
22493,41,54,25844,97,417.0
22494,40,63,26296,88,396.0
22495,33,47,25458,122,457.0
22496,46,56,26206,94,427.0
22497,35,51,25544,116,451.5
22498,36,49,25650,86,389.5
22499,35,48,26891,90,399.0
22500,38,51,25345,99,424.0
22501,41,48,26208,84,387.0
22502,35,39,26167,88,395.0
22503,38,51,26953,91,389.5
22504,37,48,26015,80,438.0
22505,39,39,25543,64,353.0
22506,38,39,25694,60,339.0
22507,33,38,25860,72,355.0
22508,40,51,26303,74,378.5
22509,37,47,25862,82,476.5
22510,40,54,25328,81,385.0
22511,37,51,25513,87,410.0
22512,31,31,25836,61,318.0
22513,37,37,25474,67,362.0
22514,35,48,25699,89,389.5
22515,41,60,26386,131,497.0
22516,33,51,26073,118,454.0
22517,39,56,25805,113,448.0
22518,41,58,25206,99,417.5
22519,39,49,25223,111,498.0
22520,28,36,26561,135,458.0
22521,33,38,25279,116,451.5
22522,39,53,25496,107,431.5
22523,38,39,25980,118,489.5
22524,42,42,25380,103,460.0
22525,34,44,25514,104,461.5
22526,22,22,25268,124,424.0
22527,29,34,25220,126,444.0
22528,39,39,25200,132,512.5
22529,25,25,25338,135,483.5
22530,33,33,25200,131,567.0
22531,32,32,26520,125,459.5
22532,36,36,26280,140,504.0
22533,39,45,25222,99,466.0
22534,33,42,25366,107,526.0
22535,39,39,25560,116,501.0
22536,30,30,25200,110,435.5
22537,38,38,25620,115,444.5
22538,36,36,25260,128,530.0
22539,38,38,25800,96,411.5
22540,34,34,25200,115,439.0
22541,42,42,25500,120,513.0
22542,34,34,26160,127,470.5
22543,24,24,25560,139,473.0
22544,41,41,25740,112,518.0
22545,36,36,25560,131,490.0
22546,35,35,25740,111,441.0
22547,36,36,25680,110,463.5
22548,46,46,25380,115,497.5
22549,39,45,25546,116,530.0
22550,40,43,25323,118,472.5
22551,30,31,27000,111,445.0
22552,42,62,25268,92,415.0
22553,36,42,25312,105,420.5
22554,44,54,25758,121,466.0
22555,37,45,25358,110,488.5
22556,29,34,25839,107,403.5
22557,39,55,25524,102,412.5
22558,36,50,26042,127,493.5
22559,32,40,25326,107,445.5
22560,37,50,25354,96,394.5
22561,34,46,25308,100,404.0
22562,48,66,25432,91,463.5
22563,39,61,25260,121,472.0
22564,34,49,25904,79,356.0
22565,30,41,25320,114,423.0
22566,36,49,26013,130,471.0
22567,44,58,26243,99,436.5
22568,43,56,25490,104,437.5
22569,31,43,25209,78,368.0
22570,33,50,25437,101,416.0
22571,28,35,25307,90,381.0
22572,33,40,25458,103,427.5
22573,38,45,25368,112,448.0
22574,43,58,25712,97,432.0
22575,36,45,25308,96,408.5
22576,39,62,25209,74,368.5
22577,37,94,25347,93,394.0
22578,46,61,26300,99,432.5
22579,32,42,25628,88,390.5
22580,30,71,25220,94,392.0
22581,44,144,25955,86,414.5
22582,40,98,26760,114,459.0
22583,33,54,25422,97,402.0
22584,35,64,25416,96,456.0
22585,37,105,25920,110,467.0
22586,38,76,25834,100,417.0
22587,39,81,25409,100,423.0
22588,35,61,26388,120,508.0
22589,33,65,25325,114,442.5
22590,37,103,25800,106,425.0
22591,47,124,25560,101,430.0
22592,41,113,25440,86,384.0
22593,41,103,25920,119,456.5
22594,45,94,25500,105,440.0
22595,40,101,25680,108,431.0
22596,51,117,25440,94,421.0
22597,39,126,25680,92,399.0
22598,45,144,26400,115,460.5
22599,42,97,26400,111,451.0
22600,38,137,25320,94,402.5
22601,41,133,25680,112,455.0
22602,38,105,25740,109,431.0
22603,44,141,25440,102,417.5
22604,46,112,25200,90,409.0
22605,29,91,25380,116,427.0
22606,39,98,25740,94,404.0
22607,37,88,25380,87,393.0
22608,29,55,26340,120,438.5
22609,43,105,25440,97,417.5
22610,46,131,25920,109,454.5
22611,36,105,25620,103,406.5
22612,36,72,25320,100,415.5
22613,26,56,25920,113,422.0
22614,38,98,26160,98,411.0
22615,31,59,25860,95,394.0
22616,43,130,25980,108,440.0
22617,36,38,26220,146,515.5
22618,28,40,25200,135,461.5
22619,34,35,25800,122,501.5
22620,41,94,25440,108,441.0
22621,28,28,25440,177,546.0
22622,29,34,25380,104,413.5
22623,35,45,25440,113,424.5
22624,32,61,25200,126,463.5
22625,37,39,27000,132,490.5
22626,34,34,25320,146,565.0
22627,31,31,25920,127,438.0
22628,35,35,25740,123,460.5
22629,35,35,25560,145,516.5
22630,35,35,25260,119,450.0
22631,36,36,25380,105,419.0
22632,38,39,25380,114,449.0
22633,40,41,25500,98,478.5
22634,35,35,27060,119,456.5
22635,33,33,25560,104,440.5
22636,39,39,25320,103,432.0
22637,39,39,25620,104,435.0
22638,42,42,25560,124,478.0
22639,43,43,25620,85,446.0
22640,33,33,25260,120,449.5
22641,38,40,26085,109,430.5
22642,39,39,25353,88,400.5
22643,46,50,25828,111,464.0
22644,37,37,25348,109,435.0
22645,45,49,25637,107,445.0
22646,50,54,26322,98,449.0
22647,39,44,26780,93,417.5
22648,43,53,25716,90,415.5
22649,45,51,25274,95,420.0
22650,30,32,25207,99,391.0
22651,44,49,25269,86,401.0
22652,30,43,25496,106,439.0
22653,39,42,25447,93,407.0
22654,41,57,25249,117,494.0
22655,41,51,25387,76,382.5
22656,41,52,26149,120,499.5
22657,25,28,25784,112,376.5
22658,35,48,25483,116,453.0
22659,35,44,25506,99,414.0
22660,30,38,25356,91,361.5
22661,40,54,25233,99,424.0
22662,40,58,25422,87,399.5
22663,35,36,25536,113,424.5
22664,36,38,25418,97,420.0
22665,40,40,26174,80,383.5
22666,41,44,25242,91,408.0
22667,38,38,25264,89,398.5
22668,38,39,25519,103,415.0
22669,37,38,25370,94,434.0
22670,38,43,25208,109,447.5
22671,38,38,25556,79,384.0
22672,40,40,26170,96,417.5
22673,37,38,25711,88,391.0
22674,38,38,25325,86,389.0
22675,41,46,26085,104,441.0
22676,36,38,25636,101,412.0
22677,39,40,25228,89,385.5
22678,33,34,25269,94,400.5
22679,39,39,25798,100,418.0
22680,41,42,25580,96,424.5
22681,36,36,25380,116,467.0
22682,40,40,26400,102,429.0
22683,41,41,25620,87,385.0
22684,42,42,25560,87,390.5
22685,37,37,26280,109,435.0
22686,41,41,25541,92,445.0
22687,31,31,25380,78,358.0
22688,37,37,25200,93,397.5
22689,41,41,25500,81,380.0
22690,35,35,25680,87,385.0
22691,34,34,25680,94,393.5
22692,40,40,25260,103,427.5
22693,35,35,25260,102,417.5
22694,33,35,25440,83,371.0
22695,45,48,25680,91,410.5
22696,39,39,25500,93,404.0
22697,41,43,25200,93,410.0
22698,32,32,25620,115,454.0
22699,31,31,27900,119,461.0
22700,41,41,25260,78,389.0
22701,39,44,25620,93,407.0
22702,42,42,26940,99,431.5
22703,34,36,25500,106,444.5
22704,37,37,25680,100,419.5
22705,35,38,25260,82,379.0
22706,37,42,25409,102,422.5
22707,42,43,25287,94,409.0
22708,31,35,25304,112,422.0
22709,37,38,25445,94,404.0
22710,36,39,25921,76,369.5
22711,36,38,26664,113,461.0
22712,39,44,25277,72,368.0
22713,33,34,25294,101,442.5
22714,38,39,25211,95,404.0
22715,39,39,26835,108,448.0
22716,43,47,25987,101,433.5
22717,43,43,25536,98,419.0
22718,40,41,26224,99,429.0
22719,32,32,25946,107,422.5
22720,39,39,26873,99,444.0
22721,43,45,25703,83,406.5
22722,37,37,25789,89,405.0
22723,40,41,25518,90,408.5
22724,37,38,25421,98,409.5
22725,36,37,26222,94,416.0
22726,38,41,26101,93,420.0
22727,41,42,25376,108,438.0
22728,40,48,25208,93,411.5
22729,33,39,25553,98,405.5
22730,49,49,25372,96,436.5
22731,46,46,25632,86,417.0
22732,42,44,25538,105,423.5
22733,39,39,25271,84,393.0
22734,37,37,25702,84,390.5
22735,43,46,25472,88,403.5
22736,43,46,25838,99,428.5
22737,42,42,25396,114,455.0
22738,44,44,25734,96,434.0
22739,46,46,25352,86,415.0
22740,47,47,25615,102,445.0
22741,47,47,25741,106,455.5
22742,35,35,25594,123,474.5
22743,42,42,25569,89,411.5
22744,43,43,25745,83,448.5
22745,41,41,25873,87,403.5
22746,46,46,25264,68,385.0
22747,36,36,25623,102,431.5
22748,38,38,25302,95,416.5
22749,45,46,25535,71,390.5
22750,50,50,25226,76,402.0
22751,36,36,25601,94,406.5
22752,39,60,25583,83,393.5
22753,37,74,25481,91,396.0
22754,43,76,25712,97,424.0
22755,38,52,25419,76,437.0
22756,35,69,25871,94,401.5
22757,40,61,25213,75,377.5
22758,45,108,25680,107,448.5
22759,41,96,25200,96,409.5
22760,47,110,25620,91,419.0
22761,44,98,26820,97,432.5
22762,31,74,27300,116,451.0
22763,38,69,25550,101,440.5
22764,39,91,25440,102,422.5
22765,47,117,25680,96,425.5
22766,36,86,25380,97,409.5
22767,39,93,25200,103,426.5
22768,34,86,25320,102,408.5
22769,44,106,26160,104,445.0
22770,33,93,25440,133,469.0
22771,38,87,26400,127,467.0
22772,34,89,25440,129,468.0
22773,32,88,25200,131,462.0
22774,38,106,27360,99,424.0
22775,35,105,25320,90,394.5
22776,33,89,25680,92,399.5
22777,34,101,25200,100,407.5
22778,36,108,26400,112,459.5
22779,35,96,25440,82,370.5
22780,39,108,25260,97,420.0
22781,34,81,26340,102,421.0
22782,31,90,26160,127,454.0
22783,38,111,25200,109,434.0
22784,36,105,25620,109,437.0
22785,41,104,25423,101,433.0
22786,38,93,25362,115,479.0
22787,40,80,26066,104,496.5
22788,26,67,25406,120,508.5
22789,35,51,25844,92,396.5
22790,36,50,26578,92,447.0
22791,33,33,25707,95,447.0
22792,30,30,25428,63,402.0
22793,22,22,27196,86,471.5
22794,38,38,25224,84,389.5
22795,39,50,25902,97,473.0
22796,42,52,25861,92,453.5
22797,34,44,25396,81,411.5
22798,29,30,25722,90,406.0
22799,38,79,25217,133,502.5
22800,27,27,25858,62,390.0
22801,37,48,25914,104,437.5
22802,37,45,25527,89,431.0
22803,48,60,25783,116,481.0
22804,39,52,25493,104,441.5
22805,34,41,26298,124,489.0
22806,40,46,26612,100,453.0
22807,35,39,25516,74,432.5
22808,47,56,26050,85,422.0
22809,49,58,25231,96,449.0
22810,49,64,25278,116,484.0
22811,45,57,26383,108,462.5
22812,47,58,25302,106,461.5
22813,40,49,25400,92,440.5
22814,36,43,25394,94,434.5
22815,46,51,25225,80,438.0
22816,42,51,25688,90,426.0
22817,45,57,25493,106,478.5
22818,39,50,25319,104,438.0
22819,30,42,25284,114,442.0
22820,39,52,25835,120,573.0
22821,39,54,27589,136,510.5
22822,34,44,28498,166,555.5
22823,25,29,25762,136,464.5
22824,35,47,25569,101,426.0
22825,43,55,25857,94,422.5
22826,25,29,25754,150,457.0
22827,37,47,25460,130,479.5
22828,46,58,25715,107,450.5
22829,33,47,26938,128,474.5
22830,27,38,25406,114,412.0
22831,47,67,25342,87,409.0
22832,27,32,25585,122,425.5
22833,38,50,25789,100,433.5
22834,33,49,25783,136,493.0
22835,37,47,25295,89,391.5
22836,31,42,25839,120,434.0
22837,34,51,27449,124,471.0
22838,36,50,25242,114,414.0
22839,33,42,25585,82,386.0
22840,40,52,25257,105,442.5
22841,29,39,25424,103,395.0
22842,33,37,26264,111,450.5
22843,26,33,26512,156,510.0
22844,31,44,27330,134,484.5
22845,30,38,25991,133,485.0
22846,23,35,27097,123,455.5
22847,40,58,25711,78,385.5
22848,34,46,26321,130,474.5
22849,26,35,25555,138,467.0
22850,32,45,25632,120,425.5
22851,34,44,26511,112,451.5
22852,41,58,25508,97,442.0
22853,38,52,25717,111,448.5
22854,37,49,25442,102,418.5
22855,38,59,25719,105,433.0
22856,34,57,25233,113,429.0
22857,35,54,26907,121,519.0
22858,36,53,25434,103,423.5
22859,36,54,25225,130,473.0
22860,35,45,25268,120,465.5
22861,38,54,25316,98,447.5
22862,38,52,26027,122,473.5
22863,43,60,25839,96,428.0
22864,40,53,25525,120,472.0
22865,37,57,25688,104,406.5
22866,48,71,26749,126,510.5
22867,36,45,25394,152,534.5
22868,43,57,25394,122,483.5
22869,43,67,26284,114,457.5
22870,45,66,26769,119,572.0
22871,39,53,26188,117,459.0
22872,40,53,25558,94,415.0
22873,36,47,25303,130,481.0
22874,31,39,26414,119,497.5
22875,38,59,25482,98,424.0
22876,41,50,25819,134,502.5
22877,39,52,25616,95,418.0
22878,32,40,26747,118,456.5
22879,30,39,25487,114,431.0
22880,37,41,25205,100,426.5
22881,40,52,25647,102,476.5
22882,34,43,25293,108,476.0
22883,38,44,25631,107,441.0
22884,19,21,25344,173,530.5
22885,38,43,27222,126,484.0
22886,32,37,26045,119,621.5
22887,29,37,25758,121,444.0
22888,32,37,25550,115,468.0
22889,27,38,25260,156,522.0
22890,23,85,26515,150,486.5
22891,23,28,25233,109,378.5
22892,31,103,28662,152,536.0
22893,28,85,26640,139,484.0
22894,24,98,28380,166,531.0
22895,22,97,25200,197,644.0
22896,28,77,26455,136,486.5
22897,28,66,25200,154,506.0
22898,34,95,25380,130,615.0
22899,18,39,26580,174,529.0
22900,35,89,25629,129,484.0
22901,31,102,26061,139,587.0
22902,33,52,26011,78,365.5
22903,29,146,26172,184,658.5
22904,32,52,26784,235,496.5
22905,32,81,25893,114,520.5
22906,34,48,26289,95,436.0
22907,37,56,25704,97,411.5
22908,31,39,25207,117,429.5
22909,32,100,25701,153,517.5
22910,31,76,25328,134,537.0
22911,37,66,25554,108,473.5
22912,37,37,26795,135,487.5
22913,47,54,27080,101,454.5
22914,33,50,25380,114,454.5
22915,29,39,25444,154,460.5
22916,39,45,25219,104,446.5
22917,34,41,25482,143,463.5
22918,36,41,26678,142,463.0
22919,31,46,25762,124,461.5
22920,39,46,25764,142,437.0
22921,37,46,25449,109,439.5
22922,36,45,26023,110,461.0
22923,31,39,27237,134,469.0
22924,38,51,26602,192,526.0
22925,26,32,25365,114,489.0
22926,34,45,25206,112,452.5
22927,28,39,25259,132,456.0
22928,35,43,26214,148,487.0
22929,39,46,25499,90,459.0
22930,40,46,25338,85,433.0
22931,36,47,25578,102,463.0
22932,30,44,25549,109,415.5
22933,35,56,26340,110,463.0
22934,38,65,25200,104,418.5
22935,34,51,26460,121,452.5
22936,33,48,25740,90,382.5
22937,34,56,25957,106,452.0
22938,31,47,25713,128,484.5
22939,31,40,25369,114,458.0
22940,28,28,25980,112,438.0
22941,35,50,25680,98,406.5
22942,38,40,25560,79,377.0
22943,23,23,25380,116,427.5
22944,27,27,25560,100,387.5
22945,35,42,25320,97,401.0
22946,30,30,25380,90,383.5
22947,34,35,28380,128,525.5
22948,30,38,25260,85,361.5
22949,34,34,25380,82,372.0
22950,32,33,25620,100,428.0
22951,33,33,25800,123,511.5
22952,26,26,25200,121,455.5
22953,42,42,25200,84,402.0
22954,30,30,26100,110,431.5
22955,38,38,25320,85,387.0
22956,36,37,25260,95,411.0
22957,33,33,25260,87,376.5
22958,42,42,25860,99,476.0
22959,47,47,25620,93,423.5
22960,40,40,25380,73,398.0
22961,33,33,25500,73,351.5
22962,36,36,25200,105,544.5
22963,53,53,25260,90,433.5
22964,40,40,25260,77,379.5
22965,38,38,25740,72,419.0
22966,35,35,26100,86,394.5
22967,41,41,25620,78,434.0
22968,38,38,25440,90,400.5
22969,46,46,26100,91,418.0
22970,45,45,27240,99,448.5
22971,43,44,25260,87,409.5
22972,48,48,25260,99,434.0
22973,38,38,25620,98,424.0
22974,31,32,25260,114,437.5
22975,43,43,25680,86,456.5
22976,45,45,26040,107,504.0
22977,45,46,25740,131,491.5
22978,37,37,25380,108,430.0
22979,40,40,25200,105,436.5
22980,44,44,25620,126,495.0
22981,40,40,25440,113,452.0
